industria_google,pe_promedio,netdebt/ebitda_promedio,growth_sales_industria,etf_name,etf_seguimiento,notion;
"Construction Materials,22,2.4,0.04,Industrial Select Sector SPDR Fund,XLI,""XLI: ETF con exposiciÃ³n indirecta a materiales de construcciÃ³n como cemento, hormigÃ³n y derivados a travÃ©s de compaÃ±Ã­as industriales.""";
Consumer Electronics,21,2,0.03,First Trust NASDAQ Technology Dividend Index Fund,TDIV,TDIV: ETF con exposiciÃ³n a empresas de electrÃ³nica de consumo con historial de dividendos;
"Copper,24,4.5,0.06,Global X Copper Miners ETF,COPX,""COPX: ETF que invierte en empresas mineras de cobre como Freeport-McMoRan, Southern Copper y Lundin Mining.""";
"Broadline Retail,22,1.9,0.04,SPDR S&P Retail ETF,XRT,""XRT: ETF representativo del sector minorista general, incluye cadenas de grandes superficies, ropa, electrÃ³nica, etc.""";
"Multi Utilities,20,3,0.03,Utilities Select Sector SPDR Fund,XLU,""XLU: ETF de compaÃ±Ã­as de servicios pÃºblicos diversificados como Dominion Energy, Duke Energy y Sempra Energy. Yield promedio ~3.5%.""";
"Pharmaceuticals,17,1.6,0.04,SPDR S&P Pharmaceuticals ETF,XPH,""XPH: ETF que agrupa grandes farmacÃ©uticas como Pfizer, Merck""";
"Education Services,20,0.75,0.06,Global X Education ETF,EDU,""EDU: ETF temÃ¡tico con exposiciÃ³n a servicios educativos, e-learning y tecnologÃ­a educativa""";
"Electric Utilities,17.5,2.5,0.03,Utilities Select Sector SPDR Fund,XLU,""XLU: yield ~3.3â€¯%, P/E ~17.5""";
Interactive Home Entertainment,22 a 30,0.9,0.05,ETFMG Video Game Tech ETF,GAMR,GAMR: ETF con exposiciÃ³n a videojuegos y entretenimiento interactivo;
"Movies & Entertainment,20,2.2,0.06,Invesco Dynamic Leisure and Entertainment ETF,PEJ,""PEJ: yield ~1.5â€¯%, P/E ~20""";
"Capital Markets,17.8,1.17,0.03,iShares U.S. Financials ETF,IYF,""ETF de servicios financieros, incluye bancos de inversiÃ³n, bolsas, firmas de trading como BlackRock, Goldman Sachs.""";
"Capital Markets,17.8,1.17,0.03,iShares U.S. Financials ETF,IYF,""ETF de servicios financieros, incluye bancos de inversiÃ³n, bolsas, firmas de trading como BlackRock, Goldman Sachs.""";
"Capital Markets,17.8,1.17,0.03,iShares U.S. Financials ETF,IYF,""ETF de servicios financieros, incluye bancos de inversiÃ³n, bolsas, firmas de trading como BlackRock, Goldman Sachs.""";
"Capital Markets,17.8,1.17,0.03,iShares U.S. Financials ETF,IYF,""ETF de servicios financieros, incluye bancos de inversiÃ³n, bolsas, firmas de trading como BlackRock, Goldman Sachs.""";
"Consumer Finance,10.5,0.5,0.03,iShares U.S. Financials ETF,IYG,""IYG: incluye bancos y financieras al consumo, yield ~3.0â€¯%, P/E ~10.5""";
"Food Distributors,18,2.4,0.05,Fidelity MSCI Consumer Staples ETF,FDIS,""FDIS: incluye distribuidores de alimentos, retailers mayoristas, yield ~2.5%, P/E aprox. 18""";
"Household Appliances,16.5,2.2,0.03,SPDR S&P Kensho New Economies Composite ETF,KOMP,""KOMP: contiene fabricantes de electrodomÃ©sticos, hogares inteligentes""";
Utilities,17,3,0.03,Utilities Select Sector SPDR Fund,XLU,XLU: ya referenciado (servicios pÃºblicos);
"Gold,12,5.5,0.04,SPDR Gold Shares,GLD,""GLD: ETF que sigue el precio del oro fÃ­sico, yield ~1.1% (en leasing)""";
Food Retail,20,1.8,0.04,Consumer Staples Select Sector SPDR,XLP,XLP: incluye supermercados y tiendas de alimentaciÃ³n;
Home Improvement Retail,25,2.3,0.06,iShares U.S. Home Construction ETF,ITB,ITB: incorpora cadenas de mejoras para el hogar y construcciÃ³n residencial;
Household & Personal Products,18.5,0.9,0.03,iShares U.S. Consumer Goods ETF,IYK,IYK: incluye productos para el hogar y cuidado personal;
"Industrial Machinery,17.5,2.7,0.05,Industrial Select Sector SPDR Fund,XLI,""XLI:: ya referenciado, expuesto a servicios e ingenierÃ­a""";
"Trading Companies & Distributors,16.2,1.85,0.04,Industrial Select Sector SPDR Fund,XLI,""XLI: ya referenciado, expuesto a servicios e ingenierÃ­a""";
"Industrial Machinery,17.5,2.7,0.05,Industrial Select Sector SPDR Fund,XLI,""XLI:: ya referenciado, expuesto a servicios e ingenierÃ­a""";
"Industrial Metals & Mining,13,4.2,0.03,iShares MSCI Global Metals & Mining Producers ETF,PICK,""PICK: ETF global de metales e industria minera, yield ~2.5%, P/E ~13""";
"Industrial Products,14.5,2.8,0.05,iShares Global Industrials ETF,IXB,""IXB: exposiciÃ³n global industrial, yield ~2.1%, P/E ~14.5""";
"IT Services,18,0.6,0.06,iShares Global Comm Services ETF,IXP,""IGV: incluye servicios TI y software, yield ~1.5%, P/E ~18""";
"Insurance Brokers,12.5,0.7,0.05,SPDR S&P Insurance ETF,KIE,""KIE: brokers y servicios de seguros, yield ~3.1%, P/E ~12.5""";
Property & Casualty Insurance,13,1.25,0.04,SPDR S&P Insurance ETF,KIE,KIE: tambiÃ©n cubre aseguradores de propiedad y responsabilidad;
"Insurance: Property & Casualty,15,0.27,0.01,SPDR S&P Insurance ETF,KIE,""incluye aseguradoras de propiedad y responsabilidad, con buena rentabilidad por dividendos y exposiciÃ³n diversificada""";
"Insurance Brokers,12.5,0.7,0.05,SPDR S&P Insurance ETF,KIE,""KIE: brokers y servicios de seguros, yield ~3.1%, P/E ~12.5""";
Air Freight & Logistics,18,1.8,0,SPDR S&P Transportation ETF,XTN,ETF que cubre Air Freight & Logistics dentro del transporte diversificado;
"Capital Markets,13,1.3,0.03,SPDR S&P Capital Markets ETF,KCE,""KCE: agrupa bancos de inversiÃ³n, brokers, yield ~2.6â€¯%, P/E ~13""";
"Leisure Products,28,1.5,0.04,Invesco Leisure & Entertainment ETF,PEJ,""ETF que invierte en ~30 empresas de ocio y entretenimiento, incluyendo fabricantes de productos recreativos""";
"Industrial Machinery,17.5,2.7,0.05,Industrial Select Sector SPDR Fund,XLI,""XLI:: ya referenciado, expuesto a servicios e ingenierÃ­a""";
"Industrial Products,14.5,2.8,0.05,iShares Global Industrials ETF,IXB,""IXB: exposiciÃ³n global industrial, yield ~2.1%, P/E ~14.5""";
"Machinery,35,1.8,0.05,Industrial Select Sector SPDR Fund,XLI,""ETF industrial que cubre maquinaria y equipamiento, beneficiándose de la inversión en infraestructura y automatización""";
"Marine Transportation,16,2,0.02,SPDR S&P Transportation ETF,XTN,""ETF que cubre amplios segmentos del transporte, incluyendo transporte marítimo";" ideal para inversores que buscan exposición diversificada a la logística global y envíos oceanográficos."""
"Media,19,2.72,0,Communication Services Select Sector SPDR Fund,XLC,""ETF que invierte en empresas del sector servicios de comunicación, incluidas compañías de media, redes sociales y telecomunicaciones";" ofrece exposición diversificada al sector media"""
"Health Care Equipment & Supplies,40,0.8,0.06,SPDR S&P Health Care Equipment ETF,XHE,""ETF enfocado en equipamiento y suministros médicos, con enfoque igual-ponderado""";
"Health Care Equipment & Supplies,40,0.8,0.06,SPDR S&P Health Care Equipment ETF,XHE,""ETF enfocado en equipamiento y suministros médicos, con enfoque igual-ponderado""";
"Health Care Equipment & Supplies,40,0.8,0.06,SPDR S&P Health Care Equipment ETF,XHE,""ETF enfocado en equipamiento y suministros médicos, con enfoque igual-ponderado""";
"Health Care Equipment & Supplies,40,0.8,0.06,SPDR S&P Health Care Equipment ETF,XHE,""ETF enfocado en equipamiento y suministros médicos, con enfoque igual-ponderado""";
"Health Care Equipment & Supplies,40,0.8,0.06,SPDR S&P Health Care Equipment ETF,XHE,""ETF enfocado en equipamiento y suministros médicos, con enfoque igual-ponderado""";
"Pharmaceuticals,20,2.1,0.05,iShares U.S. Pharmaceuticals ETF,IHE,""IHE: ETF enfocado en grandes farmacÃ©uticas como Pfizer, Merck, Johnson & Johnson.""";
"Oil & Gas Drilling,20,2.3,0,Market Vectors Oil Services ETF,OIH,""ETF que invierte en empresas que suministran equipos y servicios de perforación petrolera y gasífera, reflejando el ciclo de inversión upstream""";
"Oil & Gas Exploration & Production,15 a 18,1.25,0.1,iShares U.S. Oil & Gas E&P ETF,IEO,""ETF que expone al sector de exploración y producción de petróleo y gas, incluyendo grandes y pequeños productores upstream""";
"Oil & Gas Exploration & Production,15 a 18,1.25,0.1,iShares U.S. Oil & Gas E&P ETF,IEO,""ETF que expone al sector de exploración y producción de petróleo y gas, incluyendo grandes y pequeños productores upstream""";
"Oil & Gas Storage & Transportation,15,2.79,0.02,Energy Select Sector SPDR ETF,XLE,""ETF que cubre empresas de infraestructura energética, incluyendo almacenamiento y transporte de petróleo y gas""";
"Oil Refining & Marketing,15,1.28,0.01,VanEck Oil Refiners ETF,CRAK,""ETF global dedicado a refinadores de petróleo, incluyendo gasolina, diésel, petroquímicos y productos derivados""";
"Packaged Foods & Meats,16,2.1,0.06,Vanguard Consumer Staples ETF,VDC,""VDC: incluye grandes de alimentos envasados, yield ~2.9â€¯%, P/E ~16""";
"Containers & Packaging,15,3.96,0.01,Global X Packaging ETF,PACK,""ETF enfocado en empresas de empaques como Amcor, Ball Corporation, International Paper.""";
"Personal Products,20,1.24,0.02,Consumer Staples Select Sector SPDR Fund,XLP,""ETF que incluye productos personales como Procter & Gamble, Colgate-Palmolive, Unilever.""";
"Publishing,17,2.24,0.01,Invesco Dynamic Media ETF,PBS,""ETF que cubre editoriales y medios digitales como News Corp, Scholastic, Gannett.""";
"Railroads,16,3.82,0.01,iShares U.S. Transportation ETF,IYT,""ETF que incluye compaÃ±Ã­as ferroviarias como Union Pacific, Norfolk Southern, CSX.""";
Real Estate Management & Development,12,3.09,0.01,Vanguard Real Estate ETF,VNQ,ETF que cubre REITs diversificados en gestiÃ³n y desarrollo inmobiliario como Simon Property Group y CBRE.;
Real Estate Services,14,3.51,0.01,iShares U.S. Real Estate ETF,IYR,ETF que incluye empresas de servicios inmobiliarios como CBRE Group y Jones Lang LaSalle.;
"Electric Utilities,15,2.2,0.01,Utilities Select Sector SPDR Fund,XLU,""XLU: ETF que representa empresas de servicios elÃ©ctricos regulados como Duke, Exelon, NextEra.""";
"Gas Utilities,14.5,1.33,0.01,First Trust Natural Gas ETF,FCG,""ETF especializado en empresas vinculadas al gas natural como EQT, Chesapeake Energy.""";
"Water Utilities,19,4,0.03,Invesco Water Resources ETF,PHO,""ETF que cubre empresas de agua potable, aguas residuales e infraestructura hídrica regulada""";
"Health Care REITs,25,5.5,0.04,Vanguard Real Estate ETF,VNQ,""REITs que poseen y gestionan instalaciones médicas, clínicas y consultorios""";
"Industrial REITs,20,4.2,0.05,iShares U.S. Industrial REIT ETF,IYR,""REITs que poseen naves logísticas, almacenes y parques industriales""";
"Mortgage REITs,10,6.5,0.02,iShares Mortgage Real Estate ETF,REM,""REITs que invierten en hipotecas y valores respaldados por hipotecas, generando ingresos por margen de interés""";
Office REITs,18,5,0.03,Fidelity MSCI Real Estate ETF,FSR,REITs que poseen edificios de oficinas corporativas y centros de negocios;
"Retail REITs,22,5.8,0.04,Qualcomm Tower REIT ETF,QTRT,""REITs que invierten en activos especializados como torres de telecomunicaciones, estaciones de servicio y centros de datos""";
"Specialized REITs,22,5.8,0.04,Qualcomm Tower REIT ETF,QTRT,""REITs que invierten en activos especializados como torres de telecomunicaciones, estaciones de servicio y centros de datos""";
"Consumer Services,30,1.17,0.03,Consumer Discretionary Select Sector SPDR Fund,XLY,""ETF que cubre empresas de consumo discrecional como minoristas, entretenimiento y viajes""";
Home Construction,31.3,1.51,0.02,iShares U.S. Home Construction ETF,ITB,ETF centrado en constructores de viviendas y proveedores de materiales de construcción;
"Restaurants,25,4.56,0.04,Dynamic Leisure and Entertainment ETF,PEJ,""ETF que incluye cadenas de restaurantes, entretenimiento y ocio""";
"Semiconductors,40,0.13,0.1,iShares Semiconductor ETF,SOXX,""ETF que cubre fabricantes de semiconductores, incluidos ASICs, memoria y lógica""";
Silver,no_value,0,0.05,iShares Silver Trust,SLV,ETF que replica el precio spot de la plata física almacenada;
"Application Software,29,0.8,0.13,Vanguard Information Technology ETF,VGT,""incluye empresas de software como Microsoft, Adobe""";
"Application Software,29,0.8,0.13,Vanguard Information Technology ETF,VGT,""incluye empresas de software como Microsoft, Adobe""";
"Solar Energy,35,3.9,0.09,Invesco Solar ETF,TAN,""TAN: ya referenciado, energÃ­a solar""";
"Specialty Retail,24,1.7,0.06,SPDR S&P Retail ETF,XRT,""retail especializado (tiendas moda, electrÃ³nicos)""";
"Professional Services,22,1.2,0.04,iShares Global Infrastructure ETF,IXP,""incluye consultoras, servicios pro, yield ~2.0%, P/E ~22""";
"Steel,12,3.25,0.03,vanEck Steel ETF,SLX,""acero global, yield ~2.1%, P/E ~12""";
"Advertising,20 a 27,1.6,0.07,SmartETFs Advertising & Marketing Technology ETF,MRAD,""es un fondo que invierte en empresas de publicidad y tecnologÃ­a de marketing, como The Trade Desk, Meta, Alphabet, y empresas especializadas en publicidad digital.""";
"Agricultural Products,15 a 18,1.4,0.05,iShares MSCI Global Agriculture Producers ETF,VEGI,""es FONDO cotizado que invierte en empresas globales dedicadas a la producciÃ³n agrÃ­cola, incluyendo: cultivo de frutas, vegetales, granos y productos agrÃ­colas. Incluye compaÃ±Ã­as como Nutrien, Corteva, FMC y Archer-Daniels-Midland.""";
"Farm & Heavy Construction Machinery,15  a  20,1.85,0.05,Global X U.S. Infrastructure Development ETF,PAVE,""ETF que invierte en maquinaria pesada e infraestructura estadounidense, incluyendo empresas como Caterpillar, Deere & Co, United Rentals, entre otras.""";
"Apparel Accessories & Luxury Goods,13 a 24,1.3,0.07,Global X MSCI China Consumer Discretionary ETF,CHIQ,""CHIQ: ETF con exposiciÃ³n a marcas de lujo y consumo discrecional, especialmente del mercado chino. Incluye compaÃ±Ã­as como Li Ning, Anta Sports, y otros productores de moda.""";
"Asset Management,14,0.3,0.05,Schwab U.S. Dividend Equity ETF,SCHD,""SCHD: ETF que invierte en acciones de alta calidad y dividendos crecientes en EE.UU., con empresas de gestiÃ³n de activos como BlackRock, Vanguard y Capital Group.""";
"Automobiles,13.7 a 15,0.48,0.05,Discretionary Select Sector SPDR Fund,XLY,""ETF que cubre una amplia exposición a consumo discrecional, incluyendo fabricantes de automóviles y proveedores OEM""";
"Recreational Vehicles & Boats,20,1.5,0.06,Invesco Dynamic Leisure & Entertainment ETF,PEJ,""ETF que cubre empresas de ocio y recreación, incluyendo distribuidores de RV, barcos y entretenimiento al aire libre""";
"Soft Drinks,23,1.9,0.05,Vanguard High Dividend Yield ETF,VYM,""Consumo estable: incluye gigantes como Cocaâ€‘Cola, PepsiCo""";
"Office Services & Supplies,9,1.7,0.03,Vanguard International High Dividend Yield ETF,VYMI,""Sector estable, dividendos internacionales (~4.18%), empresas de impresiÃ³n y oficinas como Staples u HP.""";
"Communications Equipment,12.26,1.85,0.06,iShares U.S. Telecommunications ETF,IYZ,""IYZ: ETF que invierte en telecomunicaciones de EE.UU., incluyendo Verizon, AT&T, Comcast y Cisco, yield ~0.78â€¯%, P/E ~12.26.""";
"Technology Hardware Storage & Peripherals,33,33,0.05,iShares North American Tech-Multimedia Networking ETF,IGN,""IGN: ETF centrado en hardware de red, multimedia y telecomunicaciones, con empresas como Cisco, Arista Networks y Motorola Solutions.""";
"IT Consulting & Other Services,28,0.45,0.05,ProShares S&P Technology Dividend Aristocrats ETF,TDV,""TDV: ETF enfocado en empresas tecnolÃ³gicas con crecimiento estable y dividendo, incluye Accenture, Cognizant y otras consultoras IT.""";
"Broadline Retail,22.5,2.1,0.02,SPDR S&P Retail ETF,XRT,""XRT: ETF diversificado de retail, incluye grandes cadenas como Amazon, Walmart y Target.""";
"Pharmaceuticals,20,0.85,0.05,iShares U.S. Pharmaceuticals ETF,IHE,""ETF enfocado en grandes farmacÃ©uticas como Pfizer, Merck, Johnson & Johnson.""";
"Electrical Components & Equipment,14,2.3,0.04,iShares Emerging Markets ETF,IEMG,""IEMG: incluye fabricantes de equipos elÃ©ctricos, yield aproximado 1.8â€¯%, P/E ~14""";
"Construction & Engineering,25 a 32,2.8,0.03,Industrial Select Sector SPDR Fund,XLI,""XLI: ya referenciado, expuesto a servicios e ingenierÃ­a""";
"Consumer Finance,11.5,2.5,0.04,iShares U.S. Financials ETF,IYF,""IYF: ETF financiero que incluye compaÃ±Ã­as de crÃ©dito al consumo como Discover, Capital One, Synchrony.""";
"Packaged Foods & Meats,17.8,1.9,0.03,Invesco Dynamic Food & Beverage ETF,PBJ,""PBJ: ETF que agrupa empresas de alimentos empacados como General Mills, Hormel, Tyson Foods.""";
"Casinos & Gaming,22,4.8,0.1,VanEck Gaming ETF,BJK,""BJK: exposiciÃ³n a casinos, apuestas, empresas de gaming, yield ~1.6%, P/E ~22""";
"Technology Hardware Storage & Peripherals,25,3.2,0.03,Technology Select Sector SPDR Fund,XLK,""XLK: ETF tecnolÃ³gico que incluye Apple, HP, Dell, y fabricantes de hardware y almacenamiento.""";
Independent Power and Renewable Electricity Producers,18,3.5,0.07,Invesco Solar ETF,TAN,TAN: enfocado en energÃ­a solar y renovables;
"Building Products,14,2.4,0.05,Materials Select Sector SPDR Fund,XLB,""XLB: incluye fabricantes de productos de construcciÃ³n como Sherwinâ€‘Williams, yield ~2.2%, P/E ~14""";
"Environmental Services,15,2,0.04,Invesco WilderHill Clean Energy ETF,CGW,""CGW: incluye servicios de gestiÃ³n ambiental y limpieza ambiental, ~1.9%, P/E ~15""";
Insurance: Life & Health,13,1.1,0.03,SPDR S&P Insurance ETF,KIE,KIE: incluye compaÃ±Ã­as de seguros de vida y salud;
"Reinsurance,12.75 a 16.6,2.5,0.03,iShares U.S. Insurance ETF,IAK,""ETF diversificado que cubre compañías de seguros, incluyendo reinsurers—adecuado para exposición al riesgo asegurador""";
"Interactive Media & Services,23,0.5,0.07,Communication Services Select Sector SPDR Fund,XLC,""ETF que cubre medios interactivos, redes sociales y servicios digitales—incluyendo plataformas de streaming, publicidad online y juegos interactivos""";
"Apparel Accessories & Luxury Goods,13 a 24,1.3,0.07,Global X MSCI China Consumer Discretionary ETF,CHIQ,""CHIQ: ETF con exposiciÃ³n a marcas de lujo y consumo discrecional, especialmente del mercado chino. Incluye compaÃ±Ã­as como Li Ning, Anta Sports, y otros productores de moda.""";
"Textiles, Apparel & Luxury Goods,28.5,0.21,0.15,ETFMG Prime Apparel & Accessories ETF,FQAL,""ETF que invierte en fabricantes y marcas de moda, ropa, calzado y artículos de lujo""";
"Health Care Facilities,34,1.24,0.04,iShares U.S. Healthcare Providers ETF,IHF,""ETF que incluye hospitales y servicios de salud, ideal para exposición al equipamiento y gestión médica institucional""";
"Health Care Equipment & Supplies,40,0.8,0.06,SPDR S&P Health Care Equipment ETF,XHE,""ETF enfocado en equipamiento y suministros médicos, con enfoque igual-ponderado""";
"Health Care Technology,25,0.5,0.07,Health Care Technology ETF,IEHT,""ETF especializado en tecnología de salud, como software clínico, facturación médica y soluciones digitales""";
"Health Care Providers & Services,18,0.8,0.08,iShares U.S. Healthcare Providers ETF,IHF,""ETF que cubre hospitales y proveedores de servicios médicos, con ingresos sólidos y gran demanda de servicios de salud""";
"Oil & Gas Equipment & Services,15,1.33,0.03,SPDR S&P Oil & Gas Equipment & Services ETF,XES,""ETF que invierte en compañías de servicios petroleros e ingeniería de campo petrolero, incluyendo perforación y equipamiento""";
"Integrated Oil & Gas,12,1.55,0.02,Energy Select Sector SPDR ETF,XLE,""ETF que cubre empresas integradas de petróleo y gas, desde upstream a downstream, incluyendo refinado y distribución""";
"Metals & Mining,12,2.7,0.03,SPDR S&P Metals & Mining ETF,XME,""XME: ETF centrado en productores de metales y minerÃ­a en EE.UU. Yield ~3%, P/E ~12""";
"Paper Products,18,1.23,0.01,iShares Global Timber & Forestry ETF,WOOD,""ETF que incluye empresas de papel, celulosa y productos forestales como Domtar y UPM-Kymmene.""";
Real Estate Management & Development,12,3.09,0.01,Vanguard Real Estate ETF,VNQ,ETF que cubre REITs diversificados en gestiÃ³n y desarrollo inmobiliario como Simon Property Group y CBRE.;
Real Estate Management & Development,12,3.09,0.01,Vanguard Real Estate ETF,VNQ,ETF que cubre REITs diversificados en gestiÃ³n y desarrollo inmobiliario como Simon Property Group y CBRE.;
"Diversified REITs,14 a 35,6,0.04,Vanguard Real Estate ETF,VNQ,""ETF diversificado en REITs que incluye múltiples subsectores como industrial, office, residencial""";
"Hotel & Resort REITs,27,5,0.032,Real Estate Select Sector SPDR Fund,XLRE,""ETF que invierte en REITs de hoteles y resorts, ofreciendo exposición a turismo y hospitalidad""";
Residential REITs,35,5.3,0.09,Equity Residential,EQR,REIT de viviendas que se beneficia de la demanda de alquiler; flujo recurrente y crecimiento demográfico
Independent Power and Renewable Electricity Producers,18,3.5,0.07,Invesco Solar ETF,TAN,TAN: enfocado en energÃ­a solar y renovables;
Security Services,23.2,9,0.05,Invesco Defensive Equity ETF,DEF,Servicios de seguridad física y monitoreo: sector defensivo con ingresos estables;
"Systems Software,39,0.75,0.11,Invesco S&P 500Â® Equal Weight Technology ETF,RYT,""RYT: software de sistemas y tecnologÃ­a, yield ~1.25%, P/E ~28""";
"Professional Services,22,1.15,0.04,iShares Global Infrastructure ETF,IGF,""incluye consultoras, servicios pro, yield ~2.0%, P/E ~22""";
"Technology Distributors,15.5,1.6,0.05,Vanguard Information Technology ETF,VGT,""incluye empresas de software como Microsoft, Adobe""";
"Integrated Telecommunication Services,13,2,0.02,Fidelity MSCI Communication Services ETF,FCOM,""telecom integradas globales, yield ~3.0%, P/E ~13""";
"Tobacco,10.5,2.9,0.02,USA Mutuals Vice Fund,VICEX,""fondo que invierte en industrias como tabaco, alcohol, defensa. Tobacco ~6% dividend yield.""";
"Hotels Resorts & Cruise Lines,22,3.9,0.09,Invesco Dynamic Leisure and Entertainment ETF,PEJ,""expuesto a hoteles, resorts y cruceros como Marriott, Hilton, Carnival. P/E ~22, yield ~1.5%""";
"Travel & Tourism,23,3.2,0.06,ETFMG Travel Tech ETF,AWAY,""AWAY: ETF dedicado a empresas de tecnologÃ­a en turismo y viajes. Yield bajo, alto crecimiento.""";
"Truck Transportation,14,2.1,0.05,SPDR S&P Transportation ETF,XTN,""XTN: incluye transporte terrestre como camiones, ferroviarios y mensajerÃ­a. P/E ~14, yield ~1.8%""";
